id,type,price,rent,roomNum,grossArea,netFloorArea,floor,address,postDate,latitude,longitude,title,region,propertyName,contact,imageURL,pageURL,agentName
11454,sell,33000000,0,4,1891,1475,High level,No.388 Chatham Road North,12/28/2018,22.3112416,114.1860628,"Estate,Apartment 4 bedroom",Hung Hom,  Chatham Gate,姚先生 Mr. Yiu,https://i1.28hse.com/2018/09/684614_2018095485_tmb3.jpg,https://www.28hse.com/en/buy-property-660781.html,昇譽物業
11458,sell,16300000,0,4,1054,856,Mid level,NO.8 NGA YING CHAU STREET TSING YI,12/8/2018,22.362227,114.105808,"Estate,Apartment 4 bedroom",Tsing Yi,  Villa Esplanada,李莉小姐 Lily Lee,https://i1.28hse.com/2018/12/751470_2018122261_tmb3.jpg,https://www.28hse.com/en/buy-property-729915.html,Midland Realty
11459,sell,8600000,0,2,664,519,High level,NO.8 NGA YING CHAU STREET TSING YI,12/15/2018,22.362227,114.105808,"Estate,Apartment 2 bedroom",Tsing Yi,  Villa Esplanada,李莉小姐 Lily Lee,https://i1.28hse.com/2018/12/755766_2018121416_tmb3.jpg,https://www.28hse.com/en/buy-property-734395.html,Midland Realty
11464,sell,5500000,0,1,369,287,Mid level,NOS.22/36 PATERSON STREET,1/7/2019,22.280995,114.185845,"Estate,Apartment 1 bedroom",Causeway Bay,  Pearl City Mansion,郭生 Rocky kwok,https://i1.28hse.com/2019/01/768643_2019015485_tmb3.jpg,https://www.28hse.com/en/buy-property-747707.html,Wan Chai Property
11465,sell,6800000,0,1,508,390,Mid level,Nos.150/158 Lockhart Road,1/7/2019,22.278066,114.173459,"Stand-alone Building,Apartment 1 bedroom",Wan Chai,  Fortune Building,郭生 Rocky kwok,https://i1.28hse.com/2019/01/768635_2019015309_tmb3.jpg,https://www.28hse.com/en/buy-property-747697.html,Wan Chai Property
11469,sell,7900000,0,3,700,565,Mid level,NO.42 WOOD ROAD,1/7/2019,22.276254,114.176365,"Stand-alone Building,Apartment 3 bedroom",Wan Chai,  Wah To Building,郭生 Rocky kwok,https://i1.28hse.com/2018/10/722479_2018102313_tmb3.jpg,https://www.28hse.com/en/buy-property-699981.html,Wan Chai Property
11470,sell,4800000,0,1,420,310,Mid level,NO.5 HEARD STREET,1/7/2019,22.277509,114.177092,"Stand-alone Building,Apartment 1 bedroom",Wan Chai,  Chin Hung Building,郭生 Rocky kwok,https://i1.28hse.com/2018/10/716645_2018102400_tmb3.jpg,https://www.28hse.com/en/buy-property-693770.html,Wan Chai Property
11471,sell,27500000,0,3,1115,784,High level,NO. 22 JOHNSTON ROAD,1/7/2019,22.276901,114.170352,"Stand-alone Building,Apartment 3 bedroom",Wan Chai,  York Place,郭生 Rocky kwok,https://i1.28hse.com/2019/01/768627_2019010020_tmb3.jpg,https://www.28hse.com/en/buy-property-747687.html,Wan Chai Property
11473,sell,5700000,0,2,482,428,Mid level,NOS.20-30 TIN SAM STREET,11/17/2018,22.367761,114.17615,"Home Ownership,Apartment 2 bedroom",Tai Wai,  Carado Garden,劉先生 Hugo Lau,https://i1.28hse.com/2018/10/357607_2018104761_tmb3.jpg,https://www.28hse.com/en/buy-property-326712.html,Festival Home Property
11476,sell,5000000,0,3,728,636,Mid level,屏康里20號,1/7/2019,22.439422,114.011724,"Estate,Apartment 3 bedroom",Yuen Long,  CURIO COURT,馮根明 billy fung,https://i1.28hse.com/2019/01/747594_2019011834_tmb3.jpg,https://www.28hse.com/en/buy-property-747594.html,美聯物業
11478,sell,2900000,0,2,583,443,High level,上水天平路48號,1/7/2019,22.50161558,114.133923,"By Owner, Home Ownership,Apartment 2 bedroom",Sheung Shui,  Tin Ping Estate,MS LAW,https://i1.28hse.com/2019/01/747670_2019012626_tmb3.jpg,https://www.28hse.com/en/buy-property-747670.html,By Owner
11484,sell,5500000,0,2,520,341,Low level,NO.39 MAN TAI STREET,12/20/2018,22.306579,114.187428,"Estate,Apartment 2 bedroom",Hung Hom,  Whampoa Estate,楊小姐 Annie Yeung,https://i1.28hse.com/2018/12/758998_2018125194_tmb3.jpg,https://www.28hse.com/en/buy-property-737751.html,Tin Fu Property
11486,sell,5200000,0,2,520,380,High level,NO.39 MAN TAI STREET,1/7/2019,22.306579,114.187428,"Estate,Apartment 2 bedroom",Hung Hom,  Whampoa Estate,江先生 Terence Kong,https://i1.28hse.com/2019/01/747668_2019012027_tmb3.jpg,https://www.28hse.com/en/buy-property-747668.html,Fortune Real Estate
11487,sell,5500000,0,1,433,312,Mid level,NO.138 YEUNG UK ROAD,1/7/2019,22.366301,114.118179,"Estate,Apartment 1 bedroom",Tsuen Wan,  IndiHome,美聯-鄭先生 Oliver Chang,https://i1.28hse.com/2019/01/768522_2019015281_tmb3.jpg,https://www.28hse.com/en/buy-property-747577.html,Midland Realty
11488,sell,43800000,0,3,1445,1119,High level,NO.1 AUSTIN ROAD WEST,1/7/2019,22.3065833,114.1622778,"Estate,Apartment 3 bedroom",Kowloon Station,  Sorrento,余先生 KEN YU,https://i1.28hse.com/2018/01/537955_2018013774_tmb3.jpg,https://www.28hse.com/en/buy-property-509840.html,Leading Properties
11489,sell,6500000,0,2,612,450,High level,NO.100 YEUNG UK ROAD,1/7/2019,22.366887,114.1171145,"Estate,Stand-alone Building,Apartment 2 bedroom",Tsuen Wan,  Chelsea Court,美聯-鄭先生 Oliver Chang,https://i1.28hse.com/2019/01/768509_2019012118_tmb3.jpg,https://www.28hse.com/en/buy-property-747566.html,Midland Realty
11492,sell,11500000,0,3,1000,712,High level,NO.6 MAN WAN ROAD,1/7/2019,22.318644,114.177296,"Estate,Stand-alone Building,Apartment 3 bedroom",Ho Man Tin,  Crystal Court,陳小姐 Ms. Chan,https://i1.28hse.com/2019/01/747662_2019010297_tmb3.jpg,https://www.28hse.com/en/buy-property-747662.html,Posterity Ziyan Limited
11500,sell,17000000,0,3,1244,1060,High level,西貢,12/7/2018,22.3803174,114.2714596,"Estate,Apartment 3 bedroom",Sai Kung,  House,鍾先生 Wan Chung,https://i1.28hse.com/2018/09/691745_2018091463_tmb3.jpg,https://www.28hse.com/en/buy-property-667991.html,Ocean Realty Co. Limited
11512,sell,15000000,0,3,1958,1387,Whole Building,WO SHANG WAI,1/7/2019,22.484371,114.056779,"Best Buy,Best Buy in the market,Luxurious decorated,South",Yuen Long,  Royal Palms,楊潤軒 Mr. Yeung,https://i1.28hse.com/2019/01/768453_2019012673_tmb3.jpg,https://www.28hse.com/en/buy-property-747506.html,Midland Realty
11513,sell,6100000,0,2,657,505,Low level,No.88 Fung Cheung Road,1/7/2019,22.43898104,114.0342411,"Estate,Apartment 2 bedroom",Yuen Long,  Residence 88,李愛華,https://i1.28hse.com/2019/01/747508_2019011292_tmb3.jpg,https://www.28hse.com/en/buy-property-747508.html,Midland Realty
11515,sell,5900000,0,2,576,466,Low level,NO.8 LONG YAT ROAD,1/7/2019,22.445485,114.034391,"Estate,Apartment 2 bedroom",Yuen Long,  Sun  Centre,王小姐,https://i1.28hse.com/2019/01/747518_2019013719_tmb3.jpg,https://www.28hse.com/en/buy-property-747518.html,Midland Realty
11523,sell,4300000,0,1,420,320,Low level,NO.117 TAI KOK TSUI ROAD,1/7/2019,22.3216993,114.1619018,"Estate,Stand-alone Building,Apartment 1 bedroom",Tai Kok Tsui,  Cosmopolitan Estate,鄧生 Tony Tang,https://i1.28hse.com/2019/01/768537_2019012473_tmb3.jpg,https://www.28hse.com/en/buy-property-747593.html,Kwong Shun Property
11538,sell,99000000,0,4,3061,2491,High level,NO.61 SOUTH BAY ROAD,1/7/2019,22.227622,114.20108,"Fabulous Views, Stunning Interior",Repulse Bay,  Grand Garden,小姐 Victoria Allan,https://i1.28hse.com/2018/11/746298_2018112839_tmb3.jpg,https://www.28hse.com/en/buy-property-724474.html,Habitat Property
11556,sell,3800000,0,1,356,240,High level,887-889 Canton Road,10/13/2018,22.314829,114.167893,"Stand-alone Building,Apartment 1 bedroom",Yau Ma Tei,  Seawide Mansion,陳先生 Man Chan,https://i1.28hse.com/2018/10/715444_2018103041_tmb3.jpg,https://www.28hse.com/en/buy-property-692458.html,FU WING PROPERTY AGENCY
11559,sell,9000000,0,3,1400,1400,High level,金豪花園,11/25/2018,22.357992,114.237318,"Village House,Apartment 3 bedroom",Sai Kung,  Villa Gold Finch,曾文禧 Peggy Tsang,https://i1.28hse.com/2018/11/744592_2018114894_tmb3.jpg,https://www.28hse.com/en/buy-property-722629.html,Century 21 Goodwin Property
11560,sell,5600000,0,2,574,427,High level,1 CHUI TONG ROAD,11/15/2018,22.379367,114.269493,"Estate,Apartment 2 bedroom",Sai Kung,  Lakeside Garden,曾文禧 Peggy Tsang,https://i1.28hse.com/2018/11/738458_2018110688_tmb3.jpg,https://www.28hse.com/en/buy-property-716173.html,Century 21 Goodwin Property
11565,sell,15000000,0,3,974,826,Low level,NO.100 SHING TAI ROAD,1/11/2019,22.276965,114.239007,"Estate,Apartment 3 bedroom",Heng Fa Chuen,  ,王少容 Crystal Wong,https://i1.28hse.com/2019/01/750256_2019011652_tmb3.jpg,https://www.28hse.com/en/buy-property-750256.html,Qfang.com
11566,sell,18500000,0,3,996,889,Mid level,NOS.231-233 ELECTRIC ROAD,1/11/2019,22.29039688,114.1932839,"Estate,Apartment 3 bedroom",North Point,  City Garden,黎妙茶 Jessica Lai,https://i1.28hse.com/2019/01/750255_2019010005_tmb3.jpg,https://www.28hse.com/en/buy-property-750255.html,Qfang.com
11567,sell,3300000,0,2,531,381,Mid level,鴨脷洲利東邨道,1/11/2019,22.241656,114.155713,"Estate,Apartment 2 bedroom",Ap Lei Chau,  Lei Tung Estate,徐國輝 Otto Tsui,https://i1.28hse.com/2019/01/750254_2019013790_tmb3.jpg,https://www.28hse.com/en/buy-property-750254.html,Qfang.com
11569,sell,10500000,0,1,682,513,High level,NO.8 NAM LONG SHAN ROAD,1/11/2019,22.245143,114.166946,"Estate,Apartment 1 bedroom",Wong Chuk Hang,  GrandView Garden,賴淑蓉 Ina Lai,https://i1.28hse.com/2019/01/750252_2019011845_tmb3.jpg,https://www.28hse.com/en/buy-property-750252.html,Qfang.com
11570,sell,9100000,0,3,921,699,Mid level,NO. 1 LOHAS PARK ROAD,1/11/2019,22.2963019,114.2716941,"Estate,Apartment 3 bedroom",Tseung Kwan O,  Lohas Park,韋麗東 Kina Wai,https://i1.28hse.com/2019/01/750251_2019013239_tmb3.jpg,https://www.28hse.com/en/buy-property-750251.html,Qfang.com
11572,sell,47800000,0,5 +,2500,2145,Mid level,NO. 92 POK FU LAM ROAD,1/8/2019,22.297882,114.172822,"Estate,Apartment 5 bedroom",Pok Fu Lam,  La Clare Mansion,余偉狄 Dik Yu,https://i1.28hse.com/2019/01/748135_2019013503_tmb3.jpg,https://www.28hse.com/en/buy-property-748135.html,Qfang.com
11580,sell,11000000,0,4,983,713,High level,NO.98 ROUTE TWISK TSUEN WAN,10/11/2018,22.384065,114.109258,"Estate,Apartment 4 bedroom",Tsuen Wan,  The Cliveden,黃嘉豪 Mr. Wong,https://i1.28hse.com/2019/01/713822_2019010795_tmb3.jpg,https://www.28hse.com/en/buy-property-690753.html,Midland Realty
11587,sell,7900000,0,1,655,482,Mid level,新海旁街27號,1/7/2019,22.283732,114.127459,"1 bedroom, nice decoration",Kennedy Town,  Ka On Building,劉先生 Joseph Lau,https://i1.28hse.com/2018/11/513592_2018112908_tmb3.jpg,https://www.28hse.com/en/buy-property-485336.html,萬基地產
11592,sell,4700000,0,2,573,443,Low level,NO.268 WU CHUI ROAD,11/3/2018,22.372258,113.968888,"Home ownership scheme for lease,Best price for lea",Tuen Mun,  Miami Beach Towers,楊子樂 Lok Yeung,https://i1.28hse.com/2018/12/707359_2018124619_tmb3.jpg,https://www.28hse.com/en/buy-property-707359.html,Midland Realty
11595,sell,5800000,0,2,495,354,Mid level,342 CASTLE PEAK ROAD TSUEN WAN,1/6/2019,22.374196,114.115201,"Estate,Apartment 2 bedroom",Tsuen Wan,  Tsuen Kam Centre,何裕棠 Joe Ho,https://i1.28hse.com/2019/01/747198_2019012263_tmb3.jpg,https://www.28hse.com/en/buy-property-747198.html,Midland Realty
11597,sell,6400000,0,2,518,451,High level,22-66 WAI TSUEN ROAD TSUEN WAN,10/22/2018,22.373105,114.119794,"Estate,Apartment 2 bedroom",Tsuen Wan,  Luk Yeung Sun Chuen,何裕棠 Joe Ho,https://i1.28hse.com/2018/10/720851_2018102326_tmb3.jpg,https://www.28hse.com/en/buy-property-698283.html,Midland Realty
11598,sell,6200000,0,2,511,445,High level,22-66 WAI TSUEN ROAD TSUEN WAN,11/4/2018,22.373105,114.119794,"Estate,Apartment 2 bedroom",Tsuen Wan,  Luk Yeung Sun Chuen,何裕棠 Joe Ho,https://i1.28hse.com/2018/12/730138_2018125186_tmb3.jpg,https://www.28hse.com/en/buy-property-707871.html,Midland Realty
11606,sell,10500000,0,3,1410,968,Whole Building,Palm Springs Boulevard,11/11/2018,22.486816,114.053725,"Apartment,House 3 bedroom",Yuen Long,  Palm Springs,楊潤軒 Mr. Yeung,https://i1.28hse.com/2018/10/680756_2018105863_tmb3.jpg,https://www.28hse.com/en/buy-property-656727.html,Midland Realty
11607,sell,11500000,0,3,1300,915,Whole Building,錦繡花園河北第十街,11/11/2018,22.48113,114.04687,"Apartment,House 3 bedroom",Yuen Long,  Fairview Park,楊潤軒 Mr. Yeung,https://i1.28hse.com/2018/11/680751_2018113960_tmb3.jpg,https://www.28hse.com/en/buy-property-656718.html,Midland Realty
11609,sell,10600000,0,3,850,848,Whole Building,錦繡花園河北第十街,11/11/2018,22.48113,114.04687,"Apartment,House 3 bedroom",Yuen Long,  Fairview Park,楊潤軒 Mr. Yeung,https://i1.28hse.com/2018/12/680739_2018125345_tmb3.jpg,https://www.28hse.com/en/buy-property-656705.html,Midland Realty
11610,sell,12000000,0,2,1769,1201,Whole Building,Palm Springs Boulevard,11/11/2018,22.486816,114.053725,"Apartment,House 2 bedroom",Yuen Long,  Palm Springs,楊潤軒 Mr. Yeung,https://i1.28hse.com/2018/08/679302_2018082842_tmb3.jpg,https://www.28hse.com/en/buy-property-655173.html,Midland Realty
11612,sell,7500000,0,2,666,524,Mid level,8 CHUNG WA ROAD,12/12/2018,22.31666153,114.2657518,"Estate,Apartment 2 bedroom",Tseung Kwan O,  East Point,黃富國 Jason Wong,https://i1.28hse.com/2018/12/754424_2018120055_tmb3.jpg,https://www.28hse.com/en/buy-property-732990.html,Midland Realty
11616,sell,3800000,0,2,377,280,Mid level,NO.51G YAU SAN STREET,1/6/2019,22.442909,114.031256,"Estate,Apartment 2 bedroom",Yuen Long,  Full Yau Court,鄧小姐,https://i1.28hse.com/2019/01/746989_2019014666_tmb3.jpg,https://www.28hse.com/en/buy-property-746989.html,Midland Realty
11617,sell,7500000,0,2,695,516,Mid level,88 O KING ROAD,1/6/2019,22.30075543,114.2546529,"Estate,Apartment 2 bedroom",Tseung Kwan O,  Ocean Shores,鄧浩源 Mike Tang,https://i1.28hse.com/2019/01/767923_2019013777_tmb3.jpg,https://www.28hse.com/en/buy-property-746978.html,Midland Property
11620,sell,14800000,0,3,1050,1035,Whole Building,錦繡花園河北第十街,11/11/2018,22.48113,114.04687,"Apartment,House 3 bedroom",Yuen Long,  Fairview Park,徐華 Ms. Chui,https://i1.28hse.com/2018/08/680026_2018085633_tmb3.jpg,https://www.28hse.com/en/buy-property-655932.html,Midland Realty
11625,sell,6400000,0,2,546,406,Low level,9 TONG TAK STREET,1/7/2019,22.30724,114.257113,Park central with garden view,Tseung Kwan O,  Park Central,阮小姐 Miss yuen,https://i1.28hse.com/2018/08/646959_2018081475_tmb3.jpg,https://www.28hse.com/en/buy-property-646959.html,By Owner
11626,sell,5900000,0,3,611,487,Low level,NO.2 TUEN HOP STREET,1/6/2019,22.278301,114.182009,"Home ownership scheme for lease,Best price for lea",Tuen Mun,  Trend Plaza,朱麒銘 EDDIE CHU,https://i1.28hse.com/2019/01/746924_2019015335_tmb3.jpg,https://www.28hse.com/en/buy-property-746924.html,Midland Realty
11633,sell,5300000,0,3,655,511,Low level,NOS. 4-8 KING FUNG PATH,10/7/2018,22.404468,113.98163,"Estate,Apartment 3 bedroom",Tuen Mun,  Elegance Gardens,劉先生 Tony Lau,https://i1.28hse.com/2018/12/710873_2018123700_tmb3.jpg,https://www.28hse.com/en/buy-property-687545.html,西 鐵 兆 康 美聯
11656,sell,4400000,0,2,492,349,High level,NO.1 TUEN SHUN STREET,12/6/2018,22.392641,113.976655,"Home ownership scheme for lease,Best price for lea",Tuen Mun,   Town Plaza,朱麒銘 EDDIE CHU,https://i1.28hse.com/2019/01/729126_2019014408_tmb3.jpg,https://www.28hse.com/en/buy-property-729126.html,Midland Realty
11658,sell,7400000,0,2,500,413,High level,NO.108 BAKER STREET HUNGHOM,1/7/2019,22.305468,114.185487,"Estate,Apartment 2 bedroom",Hung Hom,  Hunghom Bay Centre,姚小姐 ANGEL,https://i1.28hse.com/2019/01/747425_2019014116_tmb3.jpg,https://www.28hse.com/en/buy-property-747425.html,Sunrise Property
11661,sell,9000000,0,3,819,660,High level,NO. 2 HANG MING STREET,1/5/2019,22.41923585,114.2247409,"Estate,Apartment 3 bedroom",Ma On Shan,  Vista Paradiso,麥錦昌 K.C MAK,https://i1.28hse.com/2019/01/767339_2019014249_tmb3.jpg,https://www.28hse.com/en/buy-property-746368.html,Midland Property
11668,sell,4200000,0,2,508,367,High level,NO.9 LEUNG TAK STREET,10/17/2018,22.409164,113.967648,"Estate,Apartment 2 bedroom",Tuen Mun,  GoodRich Garden,林琛馥 SAMF LAM,https://i1.28hse.com/2018/12/718161_2018123568_tmb3.jpg,https://www.28hse.com/en/buy-property-695357.html,Midland Realty
11669,sell,4400000,0,2,638,485,Low level,NO.2 TIN KING ROAD,10/17/2018,22.405162,113.966527,"Estate,Home Ownership,Apartment 2 bedroom",Tuen Mun,  Siu Kwai Court,林琛馥 SAMF LAM,https://i1.28hse.com/2018/12/718149_2018120993_tmb3.jpg,https://www.28hse.com/en/buy-property-695343.html,Midland Realty
11672,sell,5100000,0,2,710,554,High level,NO.15 ON PO ROAD TAI PO,11/20/2018,22.45500026,114.1738501,"By Owner, Estate,Home Ownership,Apartment 2 bedroom",Tai Po,  Yee Nga Court,吳先生,https://i1.28hse.com/2018/08/719557_2018080416_tmb3.jpg,https://www.28hse.com/en/buy-property-719557.html,By Owner
11674,sell,10900000,0,2,668,509,High level,NO.8 CHE KUNG MIU ROAD,1/7/2019,22.37476,114.185953,"Estate,Apartment 2 bedroom",Tai Wai,  The Riverpark,梁先生 Kaco Leung,https://i1.28hse.com/2019/01/768358_2019013756_tmb3.jpg,https://www.28hse.com/en/buy-property-747405.html,Festival Home Property
11690,sell,4700000,0,2,540,447,Low level,NO. 12 CHUI TIN STREET,1/5/2019,22.367147,114.17947,"Estate,Apartment 2 bedroom",Tai Wai,  King Tin Court,麥錦昌 K.C MAK,https://i1.28hse.com/2019/01/767444_2019013829_tmb3.jpg,https://www.28hse.com/en/buy-property-746482.html,Midland Property
11694,sell,21000000,0,3,1078,822,Low level,NO.10 ROBINSON ROAD,1/7/2019,22.279792,114.152562,"Block 1, The Grand Panorama",Western mid-levels,  The Grand Panorama,"區卓麟先生 Gordon, Au Cheuk Lun",https://i1.28hse.com/2019/01/747379_2019014554_tmb3.jpg,https://www.28hse.com/en/buy-property-747379.html,Hong Kong Property
11701,sell,10200000,0,4,690,611,High level,必嘉街121號,11/12/2018,22.30367375,114.1905534,"By Owner, Estate,Apartment 4 bedroom",Whampo,  a Garden,Chan Ms Chan,https://i1.28hse.com/2017/11/554155_2017110256_tmb3.jpg,https://www.28hse.com/en/buy-property-554155.html,By Owner
11708,sell,6500000,0,2,703,524,Mid level,33 CASTLE PEAK ROAD SHAM TSENG,11/11/2018,22.36658,114.061396,"By Owner, Estate,Apartment 2 bedroom",Tsuen Wan Sham Tseng,  Bellagio,吳生 Mr Wu,https://i1.28hse.com/2018/11/713454_2018110277_tmb3.jpg,https://www.28hse.com/en/buy-property-713454.html,By Owner
11721,sell,5200000,0,3,692,592,Low level,1 TONG MING STREET,1/6/2019,22.311154,114.261597,"Home Ownership,Apartment 3 bedroom",Tseung Kwan O,  Beverly Garden,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/768234_2019014545_tmb3.jpg,https://www.28hse.com/en/buy-property-747301.html,Wings Property
11734,sell,7700000,0,2,680,537,Mid level,NO.8 SCENEWAY ROAD,1/6/2019,22.307762,114.233596,"Estate,Apartment 2 bedroom",Lam Tin,  Sceneway Garden,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/768214_2019012105_tmb3.jpg,https://www.28hse.com/en/buy-property-747279.html,Wings Property
11735,sell,6700000,0,2,584,420,High level,WAN HANG ROAD,1/6/2019,22.32246767,114.256804,"No tenant now,All sea view",Tseung Kwan O,  Metro City,黃小姐 Tammy Wong,https://i1.28hse.com/2019/01/747278_2019010055_tmb3.jpg,https://www.28hse.com/en/buy-property-747278.html,En Tie Property
11738,sell,6400000,0,2,840,650,Low level,NO.11 LEI YUE MUN ROAD,1/6/2019,22.308434,114.232614,"Estate,Home Ownership,Apartment 2 bedroom",Lam Tin,  Lei On Court,陳先生 ERIC CHAN,https://i1.28hse.com/2019/01/768209_2019015007_tmb3.jpg,https://www.28hse.com/en/buy-property-747273.html,Honor Property
11739,sell,6900000,0,3,828,650,High level,33 NING TAI ROAD,1/6/2019,22.407751,114.221543,"Home Ownership,Apartment 3 bedroom",Ma On Shan,  KAM TAI COURT,伍筱逑 Winny Ng,https://i1.28hse.com/2019/01/747271_2019015086_tmb3.jpg,https://www.28hse.com/en/buy-property-747271.html,Century 21 Goodwin Property
11740,sell,30800000,0,4,1306,985,High level,NO. 180 JAVA ROAD,1/6/2019,22.29235747,114.2017168,"Estate,Apartment 4 bedroom",North Point,  Island Lodge,王先生 Jackson Wong,https://i1.28hse.com/2019/01/768204_2019015472_tmb3.jpg,https://www.28hse.com/en/buy-property-747267.html,Orchard Property Agency
11741,sell,7100000,0,3,553,485,High level,NOS.278-288 KINGS ROAD,1/6/2019,22.289537,114.195161,"Estate,Apartment 3 bedroom",North Point,   Centre,李小姐,https://i1.28hse.com/2019/01/747266_2019011402_tmb3.jpg,https://www.28hse.com/en/buy-property-747266.html,Well Profit Properties
11743,sell,4700000,0,2,499,306,High level,NOS.5-7 CHUI TIN ST.,12/21/2018,22.369504,114.184082,"Estate,Apartment 2 bedroom",Tai Wai,  Golden Lion Garden,楊先生 Ka Ming,https://i1.28hse.com/2018/12/759575_2018121558_tmb3.jpg,https://www.28hse.com/en/buy-property-738330.html,Festival Home Property
11746,sell,7400000,0,3,717,592,High level,英皇道 1110-1128,12/10/2018,22.2854548,114.2156911,"Estate,Apartment 3 bedroom",Quarry Bay,  ROAD KORNHILL,曾小姐 Amy Tsang,https://i1.28hse.com/2018/11/727703_2018115688_tmb3.jpg,https://www.28hse.com/en/buy-property-705366.html,Dynamic Property
11747,sell,5600000,0,2,496,374,High level,NO.18 ON SHING STREET,1/6/2019,22.424581,114.232456,"Estate,Apartment 2 bedroom",Ma On Shan,  Sunshine City,伍筱逑 Winny Ng,https://i1.28hse.com/2019/01/747259_2019010553_tmb3.jpg,https://www.28hse.com/en/buy-property-747259.html,Century 21 Goodwin Property
11749,sell,5100000,0,2,398,318,High level,崇安街17號,1/6/2019,22.312069,114.189049,"Estate,Stand-alone Building,Apartment 2 bedroom",To Kwa Wan,  Sunshine Plaza,蘇小姐 Ms. So,https://i1.28hse.com/2019/01/747257_2019015888_tmb3.jpg,https://www.28hse.com/en/buy-property-747257.html,Leo Power Realty
11756,sell,8000000,0,3,654,544,Mid level,NOS.1-3 ON KING STREET,1/6/2019,22.391654,114.205573,"Estate,Apartment 3 bedroom",ShaTin,  Ravana Garden,歐生 JOHN AU,https://i1.28hse.com/2019/01/768184_2019015108_tmb3.jpg,https://www.28hse.com/en/buy-property-747246.html,Century 21 Goodwin Property
11758,sell,7300000,0,2,635,515,Mid level,NOS.901-907 KINGS ROAD,1/6/2019,22.289372,114.210309,"Estate,Apartment 2 bedroom",Quarry Bay,  King's View Court,韓小姐 Josephine Hon,https://i1.28hse.com/2019/01/768182_2019013662_tmb3.jpg,https://www.28hse.com/en/buy-property-747244.html,Chung Wah Property
11760,sell,6000000,0,3,711,554,Mid level,NO.78 SIU LEK YUEN ROAD,12/30/2018,22.38065471,114.2167586,"Estate,Home Ownership,Apartment 3 bedroom",ShaTin,  Hong Lam Court,葉先生 Kenji Yip,https://i1.28hse.com/2018/12/764207_2018120732_tmb3.jpg,https://www.28hse.com/en/buy-property-743121.html,Mang Fong
11763,sell,22800000,0,5 +,2100,2062,Whole Building,Yuen Long,11/26/2018,22.4282218,114.0834152,"Village House,Apartment 5 bedroom",Yuen Long,  Village,趙先生 Daniel,https://i1.28hse.com/2018/08/670583_2018085391_tmb3.jpg,https://www.28hse.com/en/buy-property-646166.html,Grand View Property
11770,sell,6300000,0,3,750,565,High level,NOS.1-23 MAN YUEN STREET NOS.2-24 MAN YING STREET,11/23/2018,22.30729179,114.1666979,"Stand-alone Building,Apartment 3 bedroom",Jordan,  Man Ying Building,戴生 Jay Tai,https://i1.28hse.com/2018/11/743593_2018110380_tmb3.jpg,https://www.28hse.com/en/buy-property-721575.html,Kwong Shun Property
11773,sell,3900000,0,1,380,290,High level,NOS.4/12 LIN SHING ROAD,1/6/2019,22.261632,114.235906,"Stand-alone Building,Apartment 1 bedroom",Chai Wan,  Yen Lok Building,何先生 KIT HO,https://i1.28hse.com/2019/01/747221_2019015257_tmb3.jpg,https://www.28hse.com/en/buy-property-747221.html,SING IP PROPERTY
11774,sell,4300000,0,2,385,269,Mid level,NOS.20-30 TAI CHUNG KIU ROAD,11/25/2018,22.381189,114.195249,"Estate,Apartment 2 bedroom",ShaTin,  Garden Rivera,郭小姐 Ar Man,https://i1.28hse.com/2019/01/722388_2019012388_tmb3.jpg,https://www.28hse.com/en/buy-property-722388.html,Goodwin Property
11800,sell,5200000,0,3,813,594,Mid level,NO.23 KO CHIU ROAD,12/10/2018,22.299062,114.242142,"Estate,Home Ownership,Apartment 3 bedroom",Yau Tong,  Ko Chun Court,葉小姐 MS YIP,https://www.28hse.com/en/utf8/dreamimages/nophoto150.jpg,https://www.28hse.com/en/buy-property-731371.html,Grand Home Property
11801,sell,4900000,0,2,504,431,Mid level,11 TONG CHUN STREET,11/23/2018,22.306734,114.262383,"Estate,Home Ownership,Apartment 2 bedroom",Tseung Kwan O,  Bauhinia Garden,葉小姐 MS YIP,https://www.28hse.com/en/utf8/dreamimages/nophoto150.jpg,https://www.28hse.com/en/buy-property-720951.html,Grand Home Property
11808,sell,8300000,0,3,1090,875,Mid level,CASTLE PEAK ROAD CASTLE PEAK BAY SIU LAM,1/6/2019,22.3669269,114.0132595,"Estate,Apartment 3 bedroom",Tuen Mun Sham Tseng,   Palatial Coast,黃子康 先生 Michael Wong,https://i1.28hse.com/2019/01/768106_2019015282_tmb3.jpg,https://www.28hse.com/en/buy-property-747167.html,Century21 Sky On
11814,sell,12800000,0,4,935,833,Low level,必嘉街121號,1/6/2019,22.30367375,114.1905534,"Estate,Apartment 4 bedroom",Whampo,  a GardenSITE 10,莫先生 Gary,https://i1.28hse.com/2018/10/537055_2018101068_tmb3.jpg,https://www.28hse.com/en/buy-property-508887.html,Hong Kong United Group
11817,sell,1800000,0,open style,502,385,Mid level,NO.21 WAH MING ROAD,1/6/2019,22.484548,114.140154,Wah Ming Est Good view 2 Bedrooms,Fan Ling,  Wah Ming Est,謝先生 Edward Tse,https://i1.28hse.com/2019/01/747153_2019013190_tmb3.jpg,https://www.28hse.com/en/buy-property-747153.html,Worldwide Property
